beneficiary_sk,beneficiary_id,household_id,first_name,last_name,gender,date_of_birth,age,nationality,vulnerability_status,household_size,program_enrolled,registration_date,scd_start_date,scd_end_date,is_current,record_status,biometric_verified,protection_flag,notes
160,BEN-00160,HH-0093,Amina,Mohamed,Female,1994-11-12,30,Syrian,Stateless,8,Shelter,2022-03-24,2022-03-24,9999-12-31,1,Active,0,0,
161,BEN-00161,HH-0333,Ibrahim,Musa,Female,1979-06-04,45,Nigerian,Host Community,9,Livelihoods,2023-10-15,2023-10-15,9999-12-31,1,Inactive,0,1,
162,BEN-00162,HH-0679,Fatima,Kofi,Female,1951-06-30,73,South Sudanese,Stateless,8,Education,2024-01-25,2024-01-25,9999-12-31,1,Deceased,0,0,
163,BEN-00163,HH-1196,Mariam,Mohamed,Female,2014-09-20,10,Congolese,IDP,1,Health,2022-04-16,2022-04-16,9999-12-31,1,Active,0,0,
164,BEN-00164,HH-0846,Ali,Kofi,Female,1987-07-28,37,South Sudanese,IDP,9,WASH,2022-11-07,2022-11-07,9999-12-31,1,Active,0,1,
165,BEN-00165,HH-0643,Omar,Barre,Female,1997-02-21,27,Rohingya,Host Community,11,Education,2024-02-11,2024-02-11,9999-12-31,1,Active,1,0,
166,BEN-00166,HH-0461,Yusuf,Warsame,Male,1975-01-12,50,Syrian,Host Community,8,Cash Assistance,2023-09-04,2023-09-04,9999-12-31,1,Active,0,0,
167,BEN-00167,HH-1175,Hassan,Kofi,Female,1975-10-27,49,Yemeni,IDP,5,Food Security,2022-09-07,2022-09-07,9999-12-31,1,Active,0,0,
168,BEN-00168,HH-1344,Yusuf,Barre,Male,1981-01-27,43,Sudanese,Stateless,5,Education,2024-06-24,2024-06-24,9999-12-31,1,Active,0,0,
169,BEN-00169,HH-1372,Hassan,Ahmed,Male,1971-10-02,53,South Sudanese,Refugee,7,Cash Assistance,2022-04-14,2022-04-14,9999-12-31,1,Inactive,1,0,
170,BEN-00170,HH-0834,Mariam,Barre,Male,1950-06-19,74,Ethiopian,Host Community,5,Food Security,2022-11-20,2022-11-20,9999-12-31,1,Transferred,1,0,
171,BEN-00171,HH-1871,Omar,Kofi,Male,1998-01-04,27,South Sudanese,Returnee,8,Shelter,2022-03-18,2022-03-18,9999-12-31,1,Transferred,0,0,
172,BEN-00172,HH-1164,Zainab,Osman,Female,1950-10-31,74,Ethiopian,Returnee,11,Livelihoods,2023-09-04,2023-09-04,9999-12-31,1,Transferred,1,1,
173,BEN-00173,HH-1657,Fatima,Ndlovu,Male,1974-06-24,50,Syrian,Host Community,12,Shelter,2023-01-30,2023-01-30,9999-12-31,1,Active,0,0,
174,BEN-00174,HH-0360,Zainab,Kofi,Female,2000-12-09,24,Rohingya,Host Community,2,Protection,2023-01-31,2023-01-31,9999-12-31,1,Active,1,0,
175,BEN-00175,HH-1917,Ali,Diallo,Female,1992-11-01,32,Afghan,IDP,8,Education,2023-10-25,2023-10-25,9999-12-31,1,Deceased,0,0,
176,BEN-00176,HH-1419,Ali,Diallo,Male,1973-06-19,51,Syrian,Host Community,3,Protection,2024-01-07,2024-01-07,9999-12-31,1,Active,0,0,
177,BEN-00177,HH-1309,Yusuf,Ndlovu,Male,2011-12-06,13,Sudanese,IDP,8,Shelter,2022-08-29,2022-08-29,9999-12-31,1,Active,0,0,
178,BEN-00178,HH-1552,Hassan,Ahmed,Male,1987-04-23,37,Nigerian,Refugee,9,Livelihoods,2024-08-22,2024-08-22,9999-12-31,1,Active,0,0,
179,BEN-00179,HH-0127,Hassan,Jama,Male,2000-08-12,24,Nigerian,Stateless,3,Shelter,2022-08-18,2022-08-18,9999-12-31,1,Active,0,1,
180,BEN-00180,HH-1469,Zainab,Barre,Male,1960-06-05,64,Rohingya,Returnee,1,Livelihoods,2023-02-25,2023-02-25,9999-12-31,1,Active,0,1,
181,BEN-00181,HH-1145,Mariam,Warsame,Male,2000-08-04,24,Afghan,Host Community,1,WASH,2022-04-29,2022-04-29,9999-12-31,1,Active,1,1,
182,BEN-00182,HH-1109,Amina,Osman,Female,1980-11-28,44,South Sudanese,Host Community,7,Shelter,2022-05-11,2022-05-11,9999-12-31,1,Inactive,0,1,
183,BEN-00183,HH-0919,Ibrahim,Kofi,Male,1983-08-06,41,Rohingya,IDP,11,Cash Assistance,2024-02-23,2024-02-23,9999-12-31,1,Active,0,1,
184,BEN-00184,HH-1491,Ali,Diallo,Male,1997-06-12,27,Ethiopian,Returnee,11,Protection,2022-09-18,2022-09-18,9999-12-31,1,Active,1,0,
185,BEN-00185,HH-0318,Yusuf,Ahmed,Male,1991-04-29,33,South Sudanese,Returnee,10,Food Security,2023-12-10,2023-12-10,9999-12-31,1,Active,1,0,
186,BEN-00186,HH-0915,Zainab,Diallo,Male,2003-04-15,21,South Sudanese,Returnee,8,WASH,2022-03-10,2022-03-10,9999-12-31,1,Active,1,0,
187,BEN-00187,HH-0480,Zainab,Ndlovu,Female,1995-03-17,29,Sudanese,Host Community,3,WASH,2023-08-16,2023-08-16,9999-12-31,1,Active,0,0,
188,BEN-00188,HH-1283,Ibrahim,Jama,Female,1999-12-12,25,South Sudanese,Host Community,11,Protection,2022-12-25,2022-12-25,9999-12-31,1,Inactive,0,1,
189,BEN-00189,HH-0615,Ibrahim,Mohamed,Female,1986-08-17,38,Sudanese,IDP,5,Shelter,2022-11-02,2022-11-02,9999-12-31,1,Inactive,1,1,
190,BEN-00190,HH-0275,Ibrahim,Ahmed,Female,1987-05-15,37,Sudanese,Host Community,11,Health,2024-12-21,2024-12-21,9999-12-31,1,Transferred,0,0,
191,BEN-00191,HH-0106,Yusuf,Kofi,Male,1998-01-20,26,Somali,IDP,10,WASH,2023-01-26,2023-01-26,9999-12-31,1,Active,0,0,
192,BEN-00192,HH-1920,Ali,Osman,Female,1951-05-18,73,Sudanese,Stateless,12,WASH,2023-03-10,2023-03-10,9999-12-31,1,Active,1,0,
193,BEN-00193,HH-0780,Mariam,Jama,Female,2019-07-30,5,Ethiopian,Host Community,6,Livelihoods,2023-08-03,2023-08-03,9999-12-31,1,Active,0,1,
194,BEN-00194,HH-1873,Ali,Ndlovu,Female,2018-05-01,6,Afghan,Refugee,10,WASH,2023-10-18,2023-10-18,9999-12-31,1,Inactive,1,0,
195,BEN-00195,HH-0605,Omar,Ahmed,Female,1999-08-22,25,Sudanese,Returnee,10,WASH,2024-05-05,2024-05-05,9999-12-31,1,Active,0,0,
196,BEN-00196,HH-1980,Mariam,Barre,Male,1973-02-01,51,Yemeni,IDP,3,Livelihoods,2024-09-27,2024-09-27,9999-12-31,1,Active,0,0,
197,BEN-00197,HH-1719,Fatima,Diallo,Male,1997-01-02,28,Afghan,IDP,11,WASH,2022-03-11,2022-03-11,9999-12-31,1,Active,1,0,
198,BEN-00198,HH-0934,Halima,Diallo,Female,1969-08-16,55,Syrian,Refugee,1,Protection,2024-11-01,2024-11-01,9999-12-31,1,Active,0,0,
199,BEN-00199,HH-0036,Hassan,Kofi,Male,1998-01-24,26,Somali,Refugee,9,Shelter,2023-08-11,2023-08-11,9999-12-31,1,Active,0,0,
200,BEN-00200,HH-1629,Ibrahim,Osman,Female,1981-10-19,43,Afghan,Returnee,10,WASH,2023-07-02,2023-07-02,9999-12-31,1,Deceased,1,0,
201,BEN-00201,HH-1339,Amina,Osman,Female,2011-05-15,13,Afghan,Returnee,9,Livelihoods,2022-06-15,2022-06-15,9999-12-31,1,Active,1,0,
202,BEN-00202,HH-1732,Ibrahim,Ndlovu,Male,1957-06-02,67,Rohingya,Refugee,4,WASH,2024-10-20,2024-10-20,9999-12-31,1,Transferred,0,1,
203,BEN-00203,HH-1893,Fatima,Warsame,Male,1974-04-28,50,Congolese,Host Community,1,WASH,2022-04-06,2022-04-06,9999-12-31,1,Active,0,1,
204,BEN-00204,HH-0333,Zainab,Ahmed,Female,1956-11-26,68,Rohingya,Host Community,7,Shelter,2023-09-05,2023-09-05,9999-12-31,1,Inactive,0,0,
205,BEN-00205,HH-0110,Fatima,Kofi,Male,1994-12-05,30,Somali,Host Community,10,Protection,2023-12-10,2023-12-10,9999-12-31,1,Deceased,0,0,
206,BEN-00206,HH-1605,Mariam,Barre,Male,2006-11-21,18,Yemeni,Stateless,7,Protection,2023-07-14,2023-07-14,9999-12-31,1,Active,0,1,
207,BEN-00207,HH-1635,Ali,Osman,Male,1957-09-09,67,Ethiopian,IDP,7,Shelter,2023-08-28,2023-08-28,9999-12-31,1,Inactive,0,0,
208,BEN-00208,HH-0011,Yusuf,Barre,Female,1959-07-24,65,Ethiopian,Refugee,3,Health,2022-07-07,2022-07-07,9999-12-31,1,Active,0,1,
209,BEN-00209,HH-0184,Halima,Jama,Male,1959-04-08,65,Nigerian,Stateless,6,Protection,2022-02-23,2022-02-23,9999-12-31,1,Active,0,1,
210,BEN-00210,HH-1485,Hassan,Ahmed,Male,2019-11-26,5,Afghan,IDP,3,Education,2022-06-23,2022-06-23,9999-12-31,1,Active,0,0,
211,BEN-00211,HH-0891,Yusuf,Kofi,Female,1955-09-05,69,Syrian,Refugee,6,Education,2022-12-09,2022-12-09,9999-12-31,1,Transferred,0,1,
212,BEN-00212,HH-0938,Fatima,Mohamed,Female,2003-04-10,21,South Sudanese,Returnee,6,Protection,2023-02-05,2023-02-05,9999-12-31,1,Inactive,0,1,
213,BEN-00213,HH-1671,Zainab,Mohamed,Female,1980-01-12,45,Yemeni,Stateless,12,WASH,2024-05-31,2024-05-31,9999-12-31,1,Active,1,1,
214,BEN-00214,HH-1506,Mariam,Musa,Male,1978-08-19,46,Yemeni,Returnee,5,Protection,2023-08-20,2023-08-20,9999-12-31,1,Active,0,0,
215,BEN-00215,HH-1397,Hassan,Diallo,Female,2003-02-18,21,Sudanese,Returnee,5,Health,2023-01-04,2023-01-04,9999-12-31,1,Inactive,0,1,
216,BEN-00216,HH-0496,Yusuf,Mohamed,Female,1962-06-27,62,Afghan,Refugee,8,Livelihoods,2023-09-13,2023-09-13,9999-12-31,1,Active,0,1,
217,BEN-00217,HH-1620,Halima,Jama,Male,1998-10-10,26,Somali,IDP,11,Cash Assistance,2022-03-17,2022-03-17,9999-12-31,1,Active,0,0,
218,BEN-00218,HH-1981,Halima,Kofi,Male,2000-07-12,24,South Sudanese,Refugee,5,WASH,2024-03-29,2024-03-29,9999-12-31,1,Active,0,0,
219,BEN-00219,HH-0802,Mariam,Musa,Male,1989-12-29,35,Yemeni,Refugee,8,Health,2024-02-06,2024-02-06,9999-12-31,1,Active,1,0,
220,BEN-00220,HH-0714,Yusuf,Ndlovu,Female,2015-07-04,9,Sudanese,Stateless,8,Cash Assistance,2022-10-18,2022-10-18,9999-12-31,1,Active,0,1,
221,BEN-00221,HH-0615,Amina,Osman,Male,1978-08-12,46,Yemeni,Refugee,11,Shelter,2022-05-18,2022-05-18,9999-12-31,1,Transferred,0,0,
222,BEN-00222,HH-1131,Omar,Ndlovu,Female,1996-04-17,28,Syrian,IDP,7,Shelter,2022-12-24,2022-12-24,9999-12-31,1,Active,0,1,
223,BEN-00223,HH-1511,Zainab,Ahmed,Female,1985-06-28,39,Nigerian,Returnee,7,Food Security,2022-03-01,2022-03-01,9999-12-31,1,Inactive,1,0,
224,BEN-00224,HH-1183,Fatima,Jama,Male,2017-06-30,7,Yemeni,Host Community,4,Livelihoods,2022-05-09,2022-05-09,9999-12-31,1,Active,0,1,
225,BEN-00225,HH-1223,Ibrahim,Musa,Female,1997-05-06,27,Nigerian,Refugee,6,Cash Assistance,2023-10-04,2023-10-04,9999-12-31,1,Inactive,0,0,
226,BEN-00226,HH-1882,Zainab,Musa,Male,2010-06-07,14,Congolese,Host Community,2,WASH,2023-09-02,2023-09-02,9999-12-31,1,Active,1,0,
227,BEN-00227,HH-1047,Ibrahim,Kofi,Male,2012-03-18,12,Nigerian,Returnee,7,Shelter,2022-10-17,2022-10-17,9999-12-31,1,Active,0,0,
228,BEN-00228,HH-1003,Yusuf,Mohamed,Male,1999-10-14,25,Yemeni,Returnee,10,Food Security,2022-12-08,2022-12-08,9999-12-31,1,Transferred,1,1,
229,BEN-00229,HH-1670,Ibrahim,Jama,Female,1962-04-01,62,Afghan,Returnee,7,Livelihoods,2023-02-04,2023-02-04,9999-12-31,1,Active,1,0,
230,BEN-00230,HH-0599,Amina,Warsame,Male,2018-04-12,6,Rohingya,Host Community,3,Livelihoods,2023-03-28,2023-03-28,9999-12-31,1,Active,0,0,
231,BEN-00231,HH-0549,Hassan,Ndlovu,Male,2001-05-19,23,Syrian,Stateless,4,Protection,2022-08-22,2022-08-22,9999-12-31,1,Active,0,0,
232,BEN-00232,HH-0922,Yusuf,Ndlovu,Male,1976-09-16,48,Syrian,Refugee,4,WASH,2022-03-08,2022-03-08,9999-12-31,1,Inactive,0,0,
233,BEN-00233,HH-0340,Zainab,Mohamed,Male,2013-10-06,11,Sudanese,Refugee,10,Cash Assistance,2024-05-26,2024-05-26,9999-12-31,1,Active,0,0,
234,BEN-00234,HH-0593,Zainab,Warsame,Male,1979-01-14,45,Congolese,Returnee,1,Education,2023-08-23,2023-08-23,9999-12-31,1,Transferred,1,0,
235,BEN-00235,HH-1457,Halima,Ahmed,Female,1972-05-26,52,Syrian,IDP,10,Education,2022-10-27,2022-10-27,9999-12-31,1,Active,0,1,
236,BEN-00236,HH-0826,Hassan,Warsame,Female,1956-10-10,68,Syrian,Returnee,6,Food Security,2022-07-10,2022-07-10,9999-12-31,1,Transferred,0,0,
237,BEN-00237,HH-1301,Halima,Osman,Female,2015-07-30,9,Sudanese,Returnee,4,Livelihoods,2024-07-27,2024-07-27,9999-12-31,1,Active,0,0,
238,BEN-00238,HH-1160,Mariam,Ndlovu,Male,1999-02-07,25,South Sudanese,Refugee,11,Livelihoods,2022-09-25,2022-09-25,9999-12-31,1,Active,1,1,
239,BEN-00239,HH-1963,Ibrahim,Ahmed,Male,1990-12-16,34,Ethiopian,IDP,5,Health,2022-01-02,2022-01-02,9999-12-31,1,Active,0,0,
240,BEN-00240,HH-0107,Ibrahim,Warsame,Male,1983-05-12,41,Afghan,Refugee,12,Health,2022-12-05,2022-12-05,9999-12-31,1,Active,0,0,
241,BEN-00241,HH-1064,Mariam,Diallo,Male,1961-11-27,63,Yemeni,Refugee,7,Shelter,2023-04-09,2023-04-09,9999-12-31,1,Active,1,1,
242,BEN-00242,HH-0212,Halima,Ndlovu,Female,1958-01-06,67,Congolese,Returnee,3,Shelter,2022-07-29,2022-07-29,9999-12-31,1,Active,0,0,
243,BEN-00243,HH-0902,Halima,Ahmed,Male,2004-10-02,20,Afghan,Stateless,11,Livelihoods,2022-12-03,2022-12-03,9999-12-31,1,Transferred,1,0,
244,BEN-00244,HH-1208,Ibrahim,Ndlovu,Female,1962-07-24,62,Yemeni,IDP,4,Education,2022-09-10,2022-09-10,9999-12-31,1,Active,1,0,
245,BEN-00245,HH-1737,Yusuf,Ahmed,Male,2019-11-20,5,Afghan,Host Community,11,Food Security,2022-02-24,2022-02-24,9999-12-31,1,Inactive,1,1,
246,BEN-00246,HH-0494,Mariam,Musa,Male,1984-08-14,40,Rohingya,Refugee,6,Cash Assistance,2022-08-19,2022-08-19,9999-12-31,1,Active,0,1,
247,BEN-00247,HH-1563,Mariam,Osman,Male,1982-10-13,42,Nigerian,Refugee,1,Education,2022-12-20,2022-12-20,9999-12-31,1,Active,1,1,
248,BEN-00248,HH-1288,Hassan,Kofi,Female,1995-06-14,29,Afghan,Refugee,11,Shelter,2023-08-10,2023-08-10,9999-12-31,1,Active,0,0,
249,BEN-00249,HH-1996,Omar,Jama,Female,1995-11-15,29,Afghan,Stateless,11,Health,2023-02-21,2023-02-21,9999-12-31,1,Active,0,0,
250,BEN-00250,HH-0177,Ibrahim,Osman,Female,1955-03-13,69,Nigerian,Stateless,1,Education,2023-05-16,2023-05-16,9999-12-31,1,Active,0,0,
251,BEN-00251,HH-1450,Omar,Diallo,Male,1960-09-18,64,Syrian,Host Community,9,Education,2022-01-26,2022-01-26,9999-12-31,1,Active,1,0,
252,BEN-00252,HH-1580,Amina,Ndlovu,Female,2015-10-03,9,Ethiopian,Stateless,2,Education,2022-08-30,2022-08-30,9999-12-31,1,Inactive,0,0,
253,BEN-00253,HH-1047,Halima,Diallo,Female,1994-07-06,30,Nigerian,IDP,6,Shelter,2024-07-21,2024-07-21,9999-12-31,1,Active,1,0,
254,BEN-00254,HH-0006,Amina,Diallo,Male,1970-06-29,54,South Sudanese,Returnee,6,Protection,2024-11-08,2024-11-08,9999-12-31,1,Transferred,1,0,
255,BEN-00255,HH-0460,Halima,Ahmed,Female,1999-08-08,25,Yemeni,Host Community,2,Cash Assistance,2024-05-08,2024-05-08,9999-12-31,1,Active,0,0,
256,BEN-00256,HH-1648,Hassan,Diallo,Female,1966-02-02,58,Somali,Returnee,5,Education,2023-04-03,2023-04-03,9999-12-31,1,Active,0,1,
257,BEN-00257,HH-0411,Yusuf,Musa,Female,1950-09-19,74,Nigerian,IDP,8,Cash Assistance,2024-01-26,2024-01-26,9999-12-31,1,Active,0,0,
258,BEN-00258,HH-0309,Amina,Kofi,Male,2015-09-18,9,Sudanese,Stateless,6,Food Security,2023-05-18,2023-05-18,9999-12-31,1,Deceased,1,1,
259,BEN-00259,HH-0213,Ali,Jama,Male,2016-03-20,8,Afghan,Returnee,1,Shelter,2023-09-22,2023-09-22,9999-12-31,1,Inactive,1,0,
260,BEN-00260,HH-0846,Halima,Barre,Male,1970-10-07,54,Nigerian,Refugee,9,Shelter,2024-11-30,2024-11-30,9999-12-31,1,Active,0,0,
261,BEN-00261,HH-0891,Omar,Ahmed,Female,2003-02-07,21,Ethiopian,Host Community,7,Cash Assistance,2022-05-08,2022-05-08,9999-12-31,1,Active,0,0,
262,BEN-00262,HH-0279,Zainab,Osman,Male,1956-09-13,68,Somali,IDP,8,Livelihoods,2023-02-20,2023-02-20,9999-12-31,1,Active,1,0,
263,BEN-00263,HH-0926,Yusuf,Barre,Female,2019-02-10,5,Somali,Refugee,3,Education,2023-03-02,2023-03-02,9999-12-31,1,Inactive,0,0,
264,BEN-00264,HH-0304,Fatima,Ahmed,Female,1969-04-16,55,Afghan,Stateless,1,Education,2023-11-03,2023-11-03,9999-12-31,1,Active,1,0,
265,BEN-00265,HH-1139,Hassan,Ahmed,Male,1986-04-13,38,Syrian,Refugee,3,Health,2024-07-15,2024-07-15,9999-12-31,1,Active,1,0,
266,BEN-00266,HH-0763,Fatima,Musa,Female,1967-10-11,57,Somali,Refugee,2,WASH,2024-03-31,2024-03-31,9999-12-31,1,Transferred,0,0,
267,BEN-00267,HH-0251,Amina,Barre,Male,1958-04-02,66,Congolese,Stateless,7,Protection,2023-11-11,2023-11-11,9999-12-31,1,Active,0,1,
268,BEN-00268,HH-0440,Omar,Warsame,Female,1965-07-03,59,Syrian,IDP,1,WASH,2023-12-26,2023-12-26,9999-12-31,1,Active,0,1,
269,BEN-00269,HH-0125,Fatima,Warsame,Female,1999-05-28,25,Congolese,Returnee,4,WASH,2024-09-08,2024-09-08,9999-12-31,1,Active,0,0,
270,BEN-00270,HH-0983,Hassan,Barre,Female,1984-04-25,40,Nigerian,Stateless,6,Protection,2024-01-06,2024-01-06,9999-12-31,1,Active,1,0,
271,BEN-00271,HH-0061,Yusuf,Diallo,Female,2003-07-28,21,Rohingya,Host Community,10,WASH,2023-03-25,2023-03-25,9999-12-31,1,Deceased,1,0,
272,BEN-00272,HH-0546,Hassan,Diallo,Male,2008-12-06,16,Nigerian,Returnee,6,Shelter,2023-05-09,2023-05-09,9999-12-31,1,Active,0,0,
273,BEN-00273,HH-1872,Zainab,Diallo,Female,2016-03-21,8,Nigerian,Stateless,3,WASH,2024-01-05,2024-01-05,9999-12-31,1,Inactive,0,0,
274,BEN-00274,HH-0078,Fatima,Diallo,Male,1965-10-01,59,Nigerian,IDP,1,Livelihoods,2024-10-01,2024-10-01,9999-12-31,1,Active,0,0,
275,BEN-00275,HH-1469,Omar,Ndlovu,Male,1961-09-15,63,South Sudanese,IDP,10,Shelter,2023-11-29,2023-11-29,9999-12-31,1,Inactive,0,0,
276,BEN-00276,HH-1443,Ibrahim,Musa,Male,1956-07-04,68,Yemeni,Host Community,6,Shelter,2024-02-05,2024-02-05,9999-12-31,1,Deceased,0,1,
277,BEN-00277,HH-1330,Halima,Mohamed,Female,2007-05-09,17,Sudanese,Stateless,3,Protection,2024-09-24,2024-09-24,9999-12-31,1,Active,0,0,
278,BEN-00278,HH-1493,Amina,Musa,Female,1961-06-04,63,Nigerian,Refugee,3,Cash Assistance,2022-12-30,2022-12-30,9999-12-31,1,Transferred,0,0,
279,BEN-00279,HH-1919,Mariam,Mohamed,Female,2007-05-21,17,Somali,IDP,6,Cash Assistance,2022-08-02,2022-08-02,9999-12-31,1,Active,1,0,
280,BEN-00280,HH-0544,Ali,Ahmed,Male,1990-01-26,34,Yemeni,Host Community,2,Food Security,2022-01-24,2022-01-24,9999-12-31,1,Active,0,1,
281,BEN-00281,HH-1010,Ibrahim,Ndlovu,Female,1964-12-03,60,Somali,Returnee,10,WASH,2024-04-27,2024-04-27,9999-12-31,1,Active,1,0,
282,BEN-00282,HH-0653,Yusuf,Osman,Male,1976-06-16,48,Yemeni,IDP,7,Shelter,2022-02-11,2022-02-11,9999-12-31,1,Inactive,0,0,
283,BEN-00283,HH-1443,Amina,Kofi,Male,1980-04-26,44,Nigerian,Returnee,3,Food Security,2024-09-15,2024-09-15,9999-12-31,1,Active,1,0,
284,BEN-00284,HH-1353,Yusuf,Warsame,Male,1986-09-20,38,Somali,Refugee,7,Livelihoods,2023-06-28,2023-06-28,9999-12-31,1,Active,0,0,
285,BEN-00285,HH-0604,Zainab,Barre,Male,1988-05-12,36,Somali,Refugee,4,Shelter,2022-06-29,2022-06-29,9999-12-31,1,Active,1,1,
286,BEN-00286,HH-1608,Ibrahim,Barre,Female,1960-05-12,64,Ethiopian,Refugee,11,Protection,2023-09-24,2023-09-24,9999-12-31,1,Active,0,0,
287,BEN-00287,HH-0092,Yusuf,Barre,Female,1966-09-27,58,Ethiopian,IDP,5,Food Security,2024-07-01,2024-07-01,9999-12-31,1,Active,0,0,
288,BEN-00288,HH-1656,Hassan,Kofi,Male,1957-09-09,67,Rohingya,Refugee,7,Protection,2023-12-06,2023-12-06,9999-12-31,1,Deceased,0,1,
289,BEN-00289,HH-0976,Yusuf,Osman,Female,2001-05-19,23,South Sudanese,Stateless,10,Shelter,2023-04-28,2023-04-28,9999-12-31,1,Active,0,0,
290,BEN-00290,HH-1656,Ali,Mohamed,Male,1964-12-30,60,Afghan,Refugee,11,Protection,2023-03-10,2023-03-10,9999-12-31,1,Active,0,0,
291,BEN-00291,HH-0655,Fatima,Osman,Female,2003-05-21,21,Rohingya,Returnee,9,Cash Assistance,2023-06-13,2023-06-13,9999-12-31,1,Transferred,0,1,
292,BEN-00292,HH-1601,Ibrahim,Osman,Female,1951-02-10,73,Congolese,IDP,10,Health,2024-12-06,2024-12-06,9999-12-31,1,Transferred,0,0,
293,BEN-00293,HH-1798,Ibrahim,Warsame,Female,1975-09-01,49,Syrian,Stateless,10,Livelihoods,2023-12-06,2023-12-06,9999-12-31,1,Active,0,1,
294,BEN-00294,HH-0080,Ibrahim,Ndlovu,Male,1962-11-27,62,South Sudanese,Returnee,5,Cash Assistance,2024-04-02,2024-04-02,9999-12-31,1,Active,0,0,
295,BEN-00295,HH-1758,Fatima,Ahmed,Male,1975-02-25,49,Ethiopian,Returnee,6,Education,2024-10-03,2024-10-03,9999-12-31,1,Inactive,0,0,
296,BEN-00296,HH-0433,Ibrahim,Barre,Female,1966-11-11,58,South Sudanese,Stateless,3,Health,2024-06-23,2024-06-23,9999-12-31,1,Active,0,1,
297,BEN-00297,HH-1801,Zainab,Diallo,Male,1962-03-03,62,Sudanese,IDP,1,WASH,2024-12-09,2024-12-09,9999-12-31,1,Active,1,0,
298,BEN-00298,HH-0562,Halima,Barre,Female,2013-03-20,11,Somali,Refugee,4,Cash Assistance,2023-02-12,2023-02-12,9999-12-31,1,Active,0,0,
299,BEN-00299,HH-0706,Omar,Warsame,Male,1992-07-30,32,Ethiopian,Refugee,7,Food Security,2023-12-18,2023-12-18,9999-12-31,1,Active,0,0,
300,BEN-00300,HH-1388,Ali,Warsame,Female,1969-11-10,55,Rohingya,Refugee,11,Food Security,2023-04-07,2023-04-07,9999-12-31,1,Active,1,0,
301,BEN-00301,HH-0459,Yusuf,Musa,Female,2003-12-07,21,Ethiopian,Returnee,7,Cash Assistance,2022-01-18,2022-01-18,9999-12-31,1,Active,1,1,
302,BEN-00302,HH-1689,Zainab,Kofi,Male,1977-02-08,47,South Sudanese,Stateless,11,Cash Assistance,2024-12-02,2024-12-02,9999-12-31,1,Active,0,0,
303,BEN-00303,HH-0987,Fatima,Ndlovu,Female,1976-10-11,48,Yemeni,Host Community,5,Education,2022-08-10,2022-08-10,9999-12-31,1,Active,0,0,
304,BEN-00304,HH-1353,Halima,Mohamed,Male,1955-02-04,69,Syrian,Host Community,5,Protection,2024-04-07,2024-04-07,9999-12-31,1,Active,0,0,
305,BEN-00305,HH-0703,Ali,Jama,Female,2002-04-22,22,Yemeni,Stateless,5,Shelter,2023-01-24,2023-01-24,9999-12-31,1,Inactive,0,0,
306,BEN-00306,HH-0965,Omar,Warsame,Male,1976-05-10,48,Yemeni,Refugee,4,Cash Assistance,2022-07-19,2022-07-19,9999-12-31,1,Active,0,1,
307,BEN-00307,HH-0534,Zainab,Warsame,Female,1979-09-22,45,Somali,Returnee,1,Health,2024-02-01,2024-02-01,9999-12-31,1,Active,1,0,
308,BEN-00308,HH-1086,Yusuf,Kofi,Male,2011-01-26,13,Congolese,IDP,4,Cash Assistance,2024-02-21,2024-02-21,9999-12-31,1,Active,0,1,
309,BEN-00309,HH-1767,Omar,Osman,Female,1962-11-07,62,Yemeni,IDP,6,Food Security,2023-10-10,2023-10-10,9999-12-31,1,Active,0,0,
310,BEN-00310,HH-1181,Omar,Barre,Male,2018-04-16,6,Congolese,Stateless,7,Protection,2022-12-12,2022-12-12,9999-12-31,1,Active,0,1,
311,BEN-00311,HH-1094,Ali,Ndlovu,Male,1950-06-02,74,Yemeni,Stateless,4,Food Security,2022-03-19,2022-03-19,9999-12-31,1,Active,0,0,
312,BEN-00312,HH-0640,Omar,Osman,Female,1970-04-20,54,Rohingya,Stateless,5,Shelter,2023-12-07,2023-12-07,9999-12-31,1,Active,1,0,
313,BEN-00313,HH-1491,Hassan,Musa,Female,1976-02-03,48,Afghan,IDP,6,Livelihoods,2024-07-22,2024-07-22,9999-12-31,1,Active,1,0,
314,BEN-00314,HH-0468,Ali,Mohamed,Male,1986-03-11,38,South Sudanese,Stateless,9,Shelter,2022-02-09,2022-02-09,9999-12-31,1,Active,0,0,
315,BEN-00315,HH-1580,Hassan,Musa,Male,1983-08-30,41,Nigerian,Refugee,11,Health,2023-06-08,2023-06-08,9999-12-31,1,Active,1,0,
316,BEN-00316,HH-0854,Mariam,Kofi,Male,2011-11-18,13,Rohingya,Host Community,8,Shelter,2022-08-26,2022-08-26,9999-12-31,1,Active,0,0,
317,BEN-00317,HH-1356,Fatima,Jama,Female,1977-01-05,48,Nigerian,Stateless,12,Shelter,2024-05-11,2024-05-11,9999-12-31,1,Active,1,0,
318,BEN-00318,HH-1608,Fatima,Barre,Male,1975-05-13,49,Nigerian,IDP,5,WASH,2022-08-22,2022-08-22,9999-12-31,1,Active,0,0,
319,BEN-00319,HH-1123,Mariam,Ahmed,Female,1964-05-22,60,Yemeni,IDP,1,Food Security,2022-03-22,2022-03-22,9999-12-31,1,Active,1,1,
320,BEN-00320,HH-1597,Hassan,Osman,Male,1963-05-20,61,Ethiopian,IDP,8,Education,2022-07-04,2022-07-04,9999-12-31,1,Active,1,0,
